Categoria,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
square,0.00125415,0.00211393,0.00162374,0.00265351,0.000824248,0.00297135,0.00184529,0.00135251,0.00313218,0.00326621,0.00252744,0.00318442,0.00387934,0.00400849,0.00369129,0.003164,0.00334216,0.00416061,0.00473265,0.00309723,0.00210605,0.00233706,0.00386969,0.0056229,0.00300314
square,0.00183619,0.00310211,0.00284456,0.00407757,0.00304679,0.0048508,0.00389213,0.00372165,0.00549499,0.00488003,0.00475314,0.0060587,0.00542545,0.00560087,0.00588228,0.00657378,0.00520164,0.00584801,0.00695926,0.00706056,0.00392358,0.00434349,0.00565614,0.00791543,0.00753136
square,0.016056,0.0287964,0.0304404,0.0392612,0.0289896,0.0479707,0.0203183,0.0255727,0.0552891,0.0139135,0.0213229,0.0614871,0.0121315,0.0117657,0.0173662,0.0667742,0.0137985,0.0131495,0.0150403,0.071316,0.0123741,0.0142072,0.0150546,0.0154347,0.0752448
square,0.00804588,0.0144232,0.0151469,0.0196422,0.0142525,0.0239814,0.00968891,0.012375,0.027646,0.00595201,0.0100178,0.0307806,0.00230758,0.00323411,0.0074153,0.0334888,0.000540012,0.00121335,0.00469377,0.0358475,0.00157525,0.00147475,0.000543003,0.00192579,0.0379147
square,0.000247818,0.00067316,0.000838719,0.000789785,0.000454452,0.000793076,0.00218401,0.00098929,0.000781137,0.000672465,0.0010737,0.000780742,0.00326066,0.000869768,0.000982669,0.000794704,0.00285874,0.001599,0.000867214,0.000820315,0.00255516,0.00125601,0.00182861,0.000783158,0.000854535
square,0.000983459,0.00322862,0.00769216,0.00524578,0.00676737,0.00654923,0.00513697,0.00226703,0.00712388,0.0178536,0.00376003,0.00710918,0.0255389,0.0259687,0.00984256,0.00667129,0.0196599,0.0283208,0.0151751,0.00595699,0.00903058,0.00925531,0.0258608,0.0194041,0.0050818
square,0.0467354,0.0750547,0.047412,0.0932361,0.0249366,0.105574,0.0273472,0.0273285,0.114398,0.0269755,0.0423595,0.121011,0.00693766,0.0153053,0.0561524,0.126167,0.0117263,0.00316722,0.0671911,0.130316,0.0177227,0.0192572,0.0178599,0.0759047,0.133742
square,0.00104476,0.00200579,0.00264711,0.00289068,0.00305918,0.00369364,0.00281711,0.00321174,0.00441562,0.00216923,0.00314165,0.00505996,0.000795707,0.00130642,0.00288448,0.00563149,0.000521702,0.000335078,0.0024776,0.0061358,0.00186939,0.00167329,0.000680075,0.00195776,0.00657886
square,0.000672588,0.00139489,0.00214315,0.00207233,0.00248454,0.00268317,0.00197813,0.0025533,0.0032256,0.00127203,0.00242296,0.00370264,0.000353241,0.000546685,0.00213745,0.00411873,0.00093338,0.000639532,0.00173052,0.00447872,0.00217152,0.00187365,0.0014679,0.00123177,0.00478734
square,0.00445208,0.00897301,0.0137071,0.0133423,0.0167548,0.017418,0.0153743,0.0181374,0.0211506,0.0125634,0.0183037,0.0245409,0.00844581,0.0099462,0.0176359,0.0276111,0.00488872,0.00798604,0.0164036,0.0303901,0.000731721,0.00160194,0.00674012,0.0147892,0.0329076
square,0.0163619,0.028417,0.0260171,0.0375514,0.0202749,0.0446476,0.00787377,0.0132953,0.050263,0.000154111,0.00599162,0.0547754,0.00514577,0.00489788,0.00114348,0.0584499,0.00619736,0.00706021,0.00786681,0.0614769,0.00472139,0.00524402,0.00732607,0.0140793,0.0639965
square,0.00092455,0.00161438,0.00170423,0.00223488,0.00184183,0.00276419,0.00154161,0.00168545,0.00321201,0.000724664,0.00139705,0.00359086,0.000885798,0.00045917,0.00105853,0.0039118,0.00118501,0.000813666,0.000758812,0.00418452,0.000846263,0.00132,0.00117597,0.000655322,0.00441739
square,0.00500702,0.00823552,0.00722016,0.0109012,0.00725917,0.0132802,0.0085785,0.00752403,0.0154639,0.0103007,0.00782139,0.0174929,0.00935289,0.0113298,0.00809228,0.0193899,0.00722775,0.0116133,0.00828554,0.0211691,0.00461587,0.00465125,0.0112299,0.00835628,0.0228406
square,0.0141364,0.0254583,0.0273974,0.0349026,0.0267536,0.0428619,0.0191172,0.0237936,0.0495766,0.010044,0.0190118,0.055236,0.00451129,0.00227758,0.0130279,0.0600064,0.0136999,0.00808435,0.0064954,0.0640342,0.0157679,0.0170285,0.0137887,0.00199033,0.0674464
square,0.00134454,0.00189937,0.000502634,0.00226792,0.000543529,0.0025716,0.00169586,0.000935838,0.00283549,0.00168367,0.00116532,0.00305814,0.000744728,0.00078104,0.00127089,0.00323634,0.00353723,0.00072213,0.00139941,0.00337072,0.00501619,0.00537134,0.00208283,0.00167079,0.00346531
square,0.00273478,0.00341574,0.00162663,0.00329152,0.00505463,0.00289717,0.00482544,0.0067813,0.00246398,0.00135275,0.00732572,0.00208404,0.00394279,0.00293883,0.00720141,0.00178969,0.00505872,0.00577871,0.00675914,0.00158754,0.00239318,0.00298901,0.00747534,0.00620061,0.00147083
square,0.000131502,0.000190879,0.000103246,0.000246735,0.000133421,0.000298609,0.000272593,0.000157879,0.000347377,0.000280443,0.000179757,0.00039361,0.000178064,0.000294195,0.000198866,0.000437655,0.000165484,0.000302316,0.00021456,0.00047973,0.000283783,0.000148038,0.000303393,0.000226254,0.000519979
square,0.00453556,0.00803908,0.00827558,0.0109411,0.00823789,0.0134646,0.00759229,0.00817651,0.0157201,0.00766851,0.00805247,0.0177672,0.00717658,0.00763309,0.00781027,0.0196405,0.00557605,0.00723094,0.0074123,0.0213624,0.00213265,0.0031901,0.00642563,0.00684154,0.0229484
square,0.0160055,0.0285676,0.0294416,0.0387178,0.0270395,0.0470667,0.0177103,0.0229476,0.0540496,0.0114701,0.0183177,0.0599728,0.00826856,0.00891452,0.0139782,0.0650562,0.00841207,0.00890166,0.0109554,0.0694614,0.0083936,0.0087242,0.00963876,0.01055,0.073311
square,0.0349154,0.0593349,0.0489528,0.0766648,0.0325276,0.0889632,0.0233589,0.0214053,0.0976422,0.0383572,0.0294521,0.103709,0.0451425,0.0474703,0.0461911,0.107884,0.0396695,0.0485738,0.0628973,0.110687,0.0276709,0.032591,0.0445702,0.0777447,0.11249
square,0.00066898,0.00139233,0.00221005,0.00210849,0.00284978,0.00280624,0.00315715,0.00338884,0.00348276,0.00339752,0.00385252,0.00413792,0.0035295,0.00359016,0.00425616,0.00477243,0.00364368,0.00374926,0.00460951,0.00538727,0.00357934,0.00371762,0.00387709,0.00491943,0.00598347
square,0.000124583,0.00021339,0.00028566,0.000291936,0.000363522,0.000365333,0.00033683,0.000423266,0.000435446,0.000333131,0.000480476,0.000503628,0.000430455,0.000381612,0.000539255,0.000570674,0.000580523,0.000451526,0.00060009,0.000637035,0.00067883,0.000691761,0.000527759,0.000662882,0.000702967
square,0.0170082,0.029639,0.0272955,0.0391598,0.0209543,0.046503,0.00697489,0.0132238,0.052255,0.00214517,0.00507022,0.0568161,0.00785799,0.00782691,0.00296727,0.0604717,0.00926839,0.0105472,0.0105193,0.0634304,0.00682603,0.00750536,0.0108744,0.0174704,0.0658471
square,0.00178665,0.00259046,0.00118274,0.00297211,0.00209289,0.00316405,0.00253842,0.00310052,0.00327477,0.00155448,0.00373753,0.00335394,0.000348092,0.000283953,0.00409327,0.00342412,0.00123911,0.0010173,0.00427966,0.00349549,0.00218438,0.00169707,0.00190747,0.00438084,0.00357264
square,0.0238661,0.0392171,0.0272524,0.0494229,0.0125006,0.056453,0.00616607,0.00130847,0.0614576,0.0119559,0.0130608,0.0651315,0.00654384,0.0104631,0.0227692,0.0679065,0.00172021,0.00537399,0.0306527,0.0700586,0.00614539,0.00637406,0.00271083,0.0370293,0.0717683
square,0.0026619,0.00717119,0.0163862,0.0121614,0.0220184,0.0168905,0.0182769,0.0236398,0.0211069,0.00821387,0.0225353,0.0247732,0.00575294,0.00174478,0.0198999,0.0279396,0.00925969,0.00878187,0.0166108,0.0306833,0.00357591,0.00547445,0.0126118,0.013218,0.033081
square,0.00133525,0.00247516,0.00278941,0.00337969,0.00260873,0.00414359,0.00176358,0.00243063,0.0048137,0.00187116,0.0022732,0.00541862,0.00304908,0.00245398,0.00217813,0.00597796,0.00395125,0.00336408,0.0021955,0.00650514,0.00480237,0.0050713,0.00443501,0.00235578,0.0070092
square,0.000290432,0.000648442,0.00106327,0.00096727,0.00118293,0.001257,0.000925848,0.00124929,0.00151945,0.000775455,0.00124955,0.00175653,0.000640419,0.000545424,0.00119463,0.00197023,0.000215287,0.00028361,0.00109425,0.00216243,0.000463895,0.00016415,6.52657e-05,0.000956856,0.00233494
square,0.00108676,0.00165029,0.000789614,0.00189853,0.00126671,0.00196263,0.00259398,0.00239148,0.00192007,0.00313555,0.00343143,0.00182405,0.00262055,0.00305639,0.00428021,0.00171271,0.00152724,0.0024484,0.00491502,0.001614,0.000758419,0.000535445,0.00144553,0.00533721,0.00154696
square,0.000470339,0.000701684,0.00031832,0.000857013,0.000131734,0.00097028,0.000155232,0.00014694,0.00106135,0.00032812,0.000243963,0.00113899,0.000506125,0.000471487,0.000332915,0.00120756,0.000420303,0.000577457,0.000412931,0.0012697,0.000261758,0.000388579,0.000664581,0.000483816,0.0013273
square,0.00371506,0.00595549,0.00350841,0.00730405,0.00135461,0.00801212,0.00549747,0.0041002,0.00827166,0.00922241,0.00769106,0.00822116,0.0108822,0.0110691,0.0110376,0.00796179,0.00934711,0.011339,0.0139717,0.00756752,0.00489846,0.00659197,0.0104049,0.0164528,0.00709286
square,0.00161334,0.0030304,0.00389558,0.0043672,0.00479058,0.00563712,0.00544792,0.00553451,0.00684236,0.00564221,0.0060969,0.00798373,0.00485628,0.00548878,0.00647821,0.00906232,0.00383953,0.00506914,0.00668915,0.0100798,0.00242533,0.00269448,0.00445108,0.00674514,0.0110382
square,0.00164959,0.00255051,0.00128237,0.00309,0.000427315,0.00338471,0.00155421,0.00146153,0.00352623,0.002271,0.00251757,0.00357587,0.00169419,0.00193119,0.00330752,0.00357355,0.00138261,0.00124802,0.00383254,0.00354495,0.00392575,0.00295932,0.0014938,0.00412886,0.00350638
square,0.00135609,0.00206022,0.000723759,0.00239484,0.00068536,0.00251944,0.00195986,0.00182477,0.00253905,0.00170102,0.00255254,0.00251656,0.000915158,0.000768897,0.00289473,0.00248768,0.00350439,0.00188496,0.00293894,0.00247134,0.00542958,0.00520326,0.00367287,0.00278773,0.00247642
square,0.000996614,0.00169258,0.00150665,0.0022402,0.00131839,0.00268922,0.000948287,0.00108104,0.00306229,0.000560834,0.000785248,0.00337397,0.000184991,0.000136189,0.000467931,0.00363532,0.000710515,0.000244036,0.000270665,0.00385526,0.000880475,0.000944426,0.000517547,0.000465083,0.00404109
square,0.0231345,0.0383699,0.028251,0.0488267,0.0153215,0.0562653,0.00237543,0.00280983,0.061717,0.00932034,0.00855076,0.0658176,0.00749261,0.00993962,0.0182088,0.0689739,0.00251804,0.00688865,0.0263891,0.0714543,0.00271011,0.00203874,0.00189721,0.0332629,0.0734408
square,0.000546214,0.0015071,0.00349189,0.00256393,0.00480419,0.00361049,0.00471071,0.00558127,0.00459908,0.00375722,0.00591369,0.00551295,0.00195334,0.00254042,0.00592913,0.00634951,0.00139595,0.00164091,0.00573048,0.00711209,0.00197677,0.00166874,0.00160937,0.00539199,0.00780616
square,0.00690549,0.0118528,0.0098605,0.0152755,0.00596389,0.0177648,0.00109385,0.00268448,0.0196744,0.00194433,0.00193414,0.021207,0.00379543,0.00230011,0.00374139,0.0224799,0.00542845,0.00329746,0.00562342,0.023562,0.00319615,0.00476067,0.00432568,0.00735111,0.0244943
square,0.0216129,0.0370305,0.0311277,0.0479832,0.0196502,0.0559241,0.00102799,0.00724544,0.0617903,0.0113663,0.00454771,0.0661994,0.0116191,0.0148614,0.0151307,0.0695669,0.00699212,0.0137914,0.0243534,0.0721776,0.00307821,0.00271995,0.00994354,0.0322646,0.0742301
square,0.00823243,0.0141214,0.0126728,0.0186768,0.0108555,0.0224286,0.00838355,0.00932697,0.0256459,0.00834193,0.00807993,0.0284825,0.00890267,0.00895227,0.00705175,0.0310297,0.00827784,0.00955966,0.00614972,0.0333437,0.00508272,0.00631605,0.00975893,0.00531071,0.0354609
square,0.00181074,0.00338937,0.00402979,0.00473047,0.00412437,0.00589381,0.00317593,0.00396592,0.00690452,0.00222734,0.00354003,0.00778056,0.000664518,0.00103343,0.00289393,0.00853722,0.00167566,0.000762194,0.00208529,0.00918803,0.00375958,0.00322359,0.00195474,0.00118907,0.00974512
square,0.00179674,0.00379319,0.00629889,0.00573934,0.00754641,0.00747351,0.00534204,0.00746063,0.00896337,0.0014847,0.00652618,0.0102158,0.00363262,0.00234362,0.00503159,0.0112513,0.00634361,0.00574667,0.0031919,0.012095,0.00745987,0.0078926,0.00859967,0.00123776,0.0127722
square,0.0437672,0.0702598,0.0444721,0.0872813,0.024179,0.0987988,0.0268455,0.0269503,0.106992,0.0265867,0.0412811,0.113098,0.0079874,0.0160699,0.0544944,0.117837,0.00959143,0.00330012,0.0650489,0.121644,0.0153277,0.01686,0.0153851,0.0732974,0.124786
square,0.00135525,0.00218284,0.00169174,0.00274111,0.00205928,0.00310723,0.0040138,0.00349247,0.00336085,0.00663581,0.00542133,0.00357374,0.00943551,0.00887283,0.0075031,0.00380632,0.0105269,0.0105272,0.00957318,0.00410205,0.00943507,0.0104156,0.0115118,0.0115355,0.00448352
square,0.0762459,0.101313,0.0191467,0.113293,0.0507617,0.120265,0.00749935,0.0722832,0.124803,0.0253191,0.0859485,0.127972,0.00644289,0.0468828,0.0953575,0.130297,0.0190846,0.0623109,0.102253,0.132061,0.00599192,0.0351612,0.0736933,0.107553,0.133436
square,0.00142151,0.00236911,0.0017225,0.00296392,0.000971914,0.00334191,0.00173731,0.00141428,0.00359176,0.00246133,0.00229216,0.0037686,0.00252998,0.00263191,0.00310028,0.0039071,0.00265171,0.0027255,0.00378556,0.0040292,0.00295646,0.00318911,0.00297504,0.00435971,0.00414856
square,0.00687731,0.0115563,0.00957171,0.0151018,0.00778253,0.0180025,0.00645115,0.00653976,0.0205106,0.0075856,0.00578961,0.0227554,0.00943934,0.00928236,0.00531629,0.024803,0.00902827,0.0104228,0.0049205,0.026688,0.0043136,0.00596649,0.0106271,0.00447533,0.0284298
square,0.0500182,0.0835575,0.0647174,0.106792,0.0442783,0.12332,0.0409272,0.0386706,0.135339,0.047888,0.0506615,0.144248,0.0363624,0.0454854,0.0679297,0.150963,0.0255834,0.0367339,0.0845477,0.156095,0.0197321,0.0242542,0.0274027,0.099186,0.160062
square,0.0302196,0.0506526,0.0394023,0.0649905,0.0243284,0.0753288,0.0116615,0.0121625,0.0829834,0.0166781,0.0150331,0.0888019,0.0130746,0.0175881,0.0258573,0.0933405,0.00671095,0.0136984,0.0362226,0.0969705,0.0132419,0.00919652,0.00817166,0.0451084,0.0999436
square,0.00134222,0.00140735,0.00294076,0.0012596,0.00558455,0.0015234,0.00513044,0.00678022,0.00209206,0.00198019,0.00682008,0.0026952,0.00457166,0.00306228,0.00611989,0.00322973,0.00707366,0.00632332,0.00503191,0.00367259,0.00552219,0.00654217,0.0085498,0.0038135,0.00402806
square,0.00274753,0.0051994,0.00682872,0.00753497,0.00835052,0.00971467,0.00888209,0.00932301,0.0117471,0.00838203,0.00994163,0.0136425,0.00662644,0.0077661,0.0102588,0.0154103,0.00541669,0.00689234,0.0103143,0.0170595,0.00367812,0.00377071,0.00581792,0.0101428,0.0185983
square,0.000138301,0.000221999,0.00023544,0.000324096,0.000395059,0.000427472,0.000633074,0.000502934,0.000530688,0.000634048,0.000601204,0.000633113,0.000496463,0.000685584,0.000688478,0.000733851,0.000578503,0.000701134,0.000759726,0.000832089,0.000616518,0.000469508,0.000669638,0.00081279,0.000927168
square,0.0211074,0.0371926,0.036047,0.04968,0.0298446,0.0595267,0.0151287,0.0215789,0.0673886,0.011788,0.0136453,0.0737442,0.0148673,0.0159809,0.010392,0.0789484,0.0143355,0.0187638,0.0148037,0.0832653,0.00793545,0.00947444,0.0186372,0.0218632,0.0868931
square,0.0118542,0.0209627,0.0212164,0.0283484,0.0196775,0.0344506,0.0130203,0.016617,0.039522,0.00591155,0.0123748,0.0437414,0.0042983,0.00130048,0.00742658,0.0472535,0.0115226,0.0072481,0.00287814,0.0501809,0.0133801,0.0141948,0.0115038,0.00481965,0.052627
square,0.00444938,0.00833739,0.0101092,0.0117281,0.0108109,0.014719,0.0092207,0.0108411,0.0173677,0.00731602,0.0102964,0.0197177,0.00393663,0.00508436,0.00930502,0.0218064,0.00122101,0.00289182,0.00799539,0.0236667,0.00261959,0.00182346,0.00117356,0.00647516,0.0253275
square,6.53775e-05,0.00015857,0.000373832,0.000259694,0.00044802,0.00035854,0.000429589,0.000526658,0.000456069,0.000515202,0.000616457,0.000553528,0.000785167,0.000638841,0.00071625,0.00065145,0.000997993,0.000779173,0.000821409,0.000749897,0.00100396,0.00115688,0.000918349,0.000928543,0.000848736
square,0.00175237,0.00316955,0.00338907,0.00431479,0.00302698,0.00523082,0.00135994,0.00229128,0.0059591,0.000494267,0.0013677,0.00653407,0.00222073,0.00177756,0.000622864,0.0069844,0.00304104,0.00283938,0.0011908,0.00733396,0.00290251,0.00321207,0.00352395,0.00222834,0.00760258
square,0.00118365,0.00224968,0.00277855,0.00316108,0.00283758,0.00394343,0.00198396,0.00265116,0.00461355,0.00109776,0.00223481,0.00517906,0.000776821,0.000573362,0.00158808,0.00564671,0.00295832,0.00195465,0.000773757,0.00602419,0.00579255,0.00509076,0.00356975,0.000482599,0.00631988
square,0.00153166,0.00195522,0.00275859,0.00217711,0.00440919,0.00244005,0.00330296,0.00522671,0.00276967,0.0011133,0.00543036,0.00313199,0.00141228,0.00110795,0.0052938,0.00349871,0.00204387,0.00264846,0.00499348,0.00385542,0.00199783,0.00209146,0.00364888,0.00462867,0.00419665
square,0.000143961,9.08071e-05,0.000419005,6.11798e-05,0.000394881,6.74444e-05,0.000424812,0.000228009,6.94625e-05,0.000792507,0.000163197,6.2431e-05,0.000276175,0.000759961,0.00022567,4.86541e-05,0.00043948,0.000679735,0.000319638,3.18687e-05,0.000532171,0.000611447,0.00060769,0.000408674,2.28096e-05
square,0.00253821,0.00471085,0.00565263,0.00663349,0.00618148,0.00834162,0.00557347,0.00630994,0.00986932,0.0046857,0.0061675,0.0112433,0.00317186,0.00381643,0.00582902,0.0124855,0.00214766,0.00300046,0.00535339,0.013614,0.00135491,0.00139954,0.00229468,0.00478535,0.0146439
square,0.000933075,0.00167044,0.00177178,0.00228193,0.00177171,0.00281491,0.00150254,0.00170555,0.00327701,0.00109948,0.00148323,0.0036735,0.000152965,0.000386703,0.00112602,0.00401027,0.00143322,0.000534379,0.000669153,0.00429359,0.00241373,0.00225768,0.00127648,0.000146028,0.00452974
square,0.0040397,0.00756123,0.00921272,0.0106658,0.0100281,0.0134243,0.00894436,0.0102735,0.0159006,0.00784595,0.0101701,0.0181432,0.00632145,0.00694207,0.00983043,0.0201891,0.00535812,0.00616072,0.00932137,0.0220667,0.00415297,0.00446801,0.00546012,0.00868485,0.0237982
square,0.000770181,0.00115539,0.000716193,0.00139904,0.000634943,0.0015697,0.000152805,0.000650977,0.00169266,0.00036792,0.000759288,0.00178008,0.000518481,0.000569301,0.000963092,0.00184001,0.00094931,0.000566383,0.00121511,0.00187874,0.00172775,0.00163785,0.00050992,0.00147754,0.00190141
square,0.00299127,0.00490193,0.00371668,0.0063341,0.00265812,0.00741605,0.000988381,0.00131954,0.00823101,0.00109194,0.00062436,0.00883833,0.00377852,0.0026252,0.00203826,0.00928263,0.00465982,0.00371369,0.00361124,0.00959847,0.00375097,0.00477215,0.00433364,0.00512936,0.00981298
square,0.00527386,0.00959889,0.0105281,0.0131741,0.0101587,0.0161845,0.00713442,0.00913571,0.0187513,0.00470459,0.00771239,0.0209635,0.0021866,0.0027296,0.00607483,0.0228885,0.000646988,0.00128696,0.00434116,0.0245779,0.000697002,0.000370567,0.000369045,0.00258246,0.0260718
square,0.0153448,0.0270738,0.0264206,0.0362156,0.0223479,0.0435282,0.0115932,0.0169738,0.0494633,0.00547303,0.0111121,0.0543259,0.00786084,0.00650807,0.00630576,0.058337,0.012134,0.0104665,0.00709749,0.061664,0.0143968,0.0144773,0.0135072,0.0123983,0.0644371
triangle,0.0269173,0.0441645,0.0305198,0.0556352,0.0138779,0.0635117,0.00728371,0.00185034,0.0690816,0.014382,0.0153947,0.0731352,0.0086791,0.0128404,0.0265506,0.0761701,0.00178009,0.00657809,0.0355423,0.0785057,0.00947263,0.00867755,0.00213457,0.0427311,0.0803503
triangle,0.00358205,0.00605578,0.00507829,0.00791197,0.00385168,0.00934214,0.0025242,0.00249681,0.0104118,0.00332329,0.00197716,0.0111746,0.00751393,0.00609902,0.0036967,0.0116834,0.0111793,0.00880779,0.00616998,0.0119875,0.0100393,0.0113145,0.010534,0.00871477,0.0121303
triangle,0.0766288,0.109114,0.0299337,0.125659,0.0427527,0.135495,0.0293338,0.0696167,0.142021,0.00628209,0.0873639,0.146673,0.0244891,0.0360839,0.0996043,0.15015,0.0139675,0.0577601,0.10865,0.152837,0.0178064,0.019699,0.0733194,0.115711,0.154966
triangle,7.49812e-05,0.000110316,0.000134452,0.000130033,0.000117505,0.000136764,0.000217936,0.000236061,0.000140971,0.000415529,0.000354865,0.00015115,0.000693408,0.000506953,0.000465262,0.000172135,0.000692896,0.000621162,0.000570172,0.000204412,0.000744565,0.000916443,0.00077399,0.000674022,0.000246055
triangle,0.00261345,0.00515303,0.00714696,0.00749348,0.00837833,0.00966264,0.00814335,0.00920566,0.011667,0.00763034,0.00961705,0.0135167,0.0060075,0.00661401,0.00968602,0.015223,0.00403425,0.00541023,0.00947716,0.0167974,0.00187334,0.00246868,0.00413335,0.00904287,0.0182506
triangle,0.0105818,0.0189295,0.019804,0.0257733,0.0189242,0.0315401,0.0141308,0.0170969,0.036479,0.0102135,0.0145912,0.0407502,0.00478176,0.00647576,0.0115777,0.0444668,0.000537592,0.00284897,0.00821136,0.0477145,0.00628332,0.00508929,0.000594041,0.00468567,0.0505615
triangle,0.00447004,0.00748926,0.00646339,0.00993045,0.00648092,0.0121281,0.0082852,0.00721397,0.0141987,0.0108791,0.00820981,0.0161798,0.0119498,0.0126119,0.00916649,0.0180786,0.00975974,0.0130858,0.00990539,0.0198927,0.00421379,0.00573663,0.0123943,0.010344,0.021618
triangle,0.00367293,0.00570659,0.00413151,0.00733365,0.00290212,0.00852602,0.00214799,0.00101123,0.00937076,0.00280368,0.00146421,0.00995413,0.00710439,0.00459617,0.0035492,0.0103451,0.00531492,0.00515059,0.00547151,0.0105965,0.00264317,0.00279205,0.00469499,0.00712981,0.0107483
triangle,0.00396621,0.00607489,0.00270849,0.00729827,0.000285321,0.00807836,0.00120968,0.00187869,0.00865783,0.000908013,0.00268106,0.00915869,0.0057913,0.00439959,0.00277491,0.00963832,0.009102,0.00782739,0.00243248,0.0101206,0.00839503,0.00928191,0.0105221,0.00187471,0.010613
triangle,0.000216015,0.000361032,0.0004347,0.000516387,0.000562578,0.000659297,0.000619817,0.00061091,0.000790859,0.000500092,0.000647012,0.000913441,0.000491771,0.000513641,0.000680224,0.00102876,0.00062398,0.000547209,0.000711177,0.00113795,0.000736608,0.000649824,0.000576885,0.000739577,0.00124174
triangle,0.0155804,0.0271182,0.0257419,0.0362391,0.0226196,0.04369,0.0147532,0.0183028,0.0498574,0.00797983,0.0130306,0.0549953,0.00422928,0.00333405,0.0073921,0.0592957,0.0110963,0.00630078,0.00375085,0.0629115,0.0135936,0.0141822,0.00987727,0.00744504,0.0659669
triangle,0.000284544,0.000515049,0.000575002,0.00070917,0.000592974,0.000880966,0.000555571,0.000625297,0.00103627,0.000615946,0.000651813,0.00117889,0.000622577,0.000606106,0.000669625,0.00131135,0.000506647,0.000591199,0.000676496,0.00143527,0.000612804,0.00053778,0.000584726,0.000670229,0.00155168
triangle,0.00715782,0.0124399,0.011873,0.0166691,0.0109312,0.0202212,0.00893434,0.00989918,0.0232927,0.00816786,0.00883516,0.0260024,0.00708177,0.00776347,0.00777354,0.0284284,0.00585191,0.00750769,0.0067194,0.0306238,0.00447017,0.00472621,0.00728929,0.00566481,0.0326267
triangle,6.80474e-05,0.000173347,0.00031667,0.000260175,0.000323555,0.000338131,0.000220585,0.000353465,0.000413068,0.000355806,0.000413681,0.000488348,0.000784677,0.000567179,0.000503409,0.000565805,0.00107522,0.000806787,0.000617283,0.000646287,0.0011817,0.00130961,0.00104693,0.000748548,0.000730054
triangle,0.0317053,0.0538919,0.0456122,0.0696567,0.0327138,0.0808228,0.0227622,0.0251378,0.0886657,0.0362173,0.0320171,0.0940994,0.0442025,0.0458805,0.0462855,0.097786,0.0384174,0.0482759,0.0610882,0.100206,0.02616,0.0294761,0.0456936,0.0744128,0.101708
triangle,0.000642772,0.000853051,4.60873e-05,0.000947294,0.000455601,0.000986725,0.000447826,0.000814592,0.000991651,0.00090342,0.00117152,0.000974829,0.0014926,0.00113508,0.0015073,0.000946304,0.00140243,0.00122814,0.00180624,0.000914168,0.000549111,0.00115083,0.00120855,0.00206018,0.000884717
triangle,0.000792273,0.00145786,0.00176118,0.00206737,0.0020185,0.00261318,0.00189418,0.00207399,0.00309944,0.00138918,0.00199194,0.00353044,0.000437604,0.000842329,0.00179627,0.00391037,0.000687584,0.0003653,0.00151039,0.0042433,0.00148397,0.00144073,0.000687246,0.0011635,0.00453318
triangle,0.000153501,8.26639e-05,0.000289408,0.000128273,0.000374365,0.000183111,0.000547031,0.000417882,0.000219464,0.000759379,0.000530837,0.000247337,0.00228514,0.00125448,0.000718754,0.000278499,0.000875741,0.00113488,0.000874275,0.000317794,0.0028201,0.000973367,0.000730411,0.000970399,0.000364496
triangle,0.000372834,0.000391916,7.14893e-05,0.000524696,0.000231486,0.000591696,0.000514918,0.0005177,0.000559901,0.00348131,0.00166521,0.000474068,0.00704631,0.00525804,0.00279857,0.000426736,0.00443581,0.00548169,0.003734,0.000511417,0.00353555,0.000598537,0.00468083,0.00442411,0.000707901
triangle,0.000283656,0.000365211,0.000123604,0.000379886,0.000417646,0.000360754,0.000539468,0.00067694,0.000329675,0.000590792,0.000864197,0.000300603,0.000510271,0.000493426,0.000989274,0.000283138,0.000330146,0.000429854,0.00106259,0.000282664,0.000594421,0.000475464,0.000516948,0.00109123,0.000299199
triangle,0.0220828,0.0382396,0.0341664,0.0501908,0.0247943,0.059176,0.00742563,0.0141649,0.0660452,0.00996213,0.00707644,0.0713862,0.0130107,0.0146937,0.0121427,0.0756098,0.00945263,0.0150546,0.0206727,0.0790059,0.0037197,0.00407701,0.0122271,0.0286461,0.0817809
triangle,0.0185607,0.0307605,0.0230059,0.0393414,0.0136164,0.0455464,0.000666021,0.00384662,0.050112,0.00777397,0.00575437,0.0535244,0.0107732,0.0106377,0.0141409,0.0561166,0.00727406,0.00958679,0.0214106,0.0581195,0.00292344,0.00198618,0.00593415,0.0275507,0.0596942
triangle,0.00348156,0.00606433,0.00574204,0.00809336,0.00495004,0.00973487,0.00311266,0.00394938,0.0111015,0.00211637,0.00297673,0.0122725,0.00204114,0.0020414,0.00215493,0.0133032,0.00339404,0.0026893,0.00153072,0.0142325,0.00571337,0.00511443,0.00380861,0.0011055,0.0150873
triangle,0.00245546,0.00450317,0.00475743,0.00606054,0.0036632,0.00721572,0.0011444,0.00209154,0.00805057,0.00349781,0.00134805,0.00863752,0.0054396,0.00556113,0.00282112,0.00903628,0.00544,0.00662996,0.00467484,0.00929442,0.00321675,0.00387928,0.00675547,0.00640674,0.00944919
