Categoria,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
circle,0.000471516,0.000411534,0.00343948,0.00119211,0.00434416,0.00197167,0.00359936,0.00508826,0.00276193,0.00422445,0.00621476,0.00359206,0.01616,0.0104655,0.00812595,0.00448179,0.0279292,0.0180443,0.0108194,0.0054405,0.0288484,0.0313904,0.0239881,0.0138968,0.00646504
circle,0.0559086,0.0864958,0.0436244,0.104451,0.0227138,0.115846,0.0320977,0.0396699,0.1236,0.0206975,0.0584677,0.129191,0.00772031,0.00139772,0.072914,0.133409,0.0168082,0.0191973,0.0838928,0.1367,0.00710754,0.011893,0.0360978,0.0924717,0.139333
circle,0.0274958,0.0481623,0.0461187,0.0641224,0.038878,0.0766951,0.0227609,0.0305265,0.0867611,0.0184892,0.0244697,0.0949301,0.0196362,0.0203845,0.0238055,0.101636,0.0185009,0.0219412,0.0285465,0.107193,0.0141932,0.0158522,0.0216481,0.0359691,0.111837
circle,0.00103718,0.00135546,0.00178753,0.00145961,0.00357205,0.00159295,0.00499946,0.00530735,0.0018839,0.00569208,0.00679158,0.00233538,0.00540282,0.00560697,0.00799551,0.0028935,0.00426441,0.00501272,0.00893111,0.00350856,0.00231824,0.00309326,0.0041088,0.00962711,0.00414793
circle,0.0173842,0.029694,0.0251781,0.0386648,0.017233,0.0453348,0.00261032,0.00820899,0.0503778,0.00635073,0.00114151,0.0542494,0.00971364,0.0103552,0.00912003,0.0572659,0.00737134,0.0107243,0.0165054,0.0596504,0.00149371,0.0029442,0.00856389,0.0229604,0.0615623
circle,0.0212912,0.0367182,0.0324401,0.0481506,0.0234356,0.056736,0.00600251,0.0127589,0.0632634,0.00938917,0.00479609,0.0682851,0.0151096,0.0155784,0.0114016,0.0721941,0.0131439,0.0173253,0.0207262,0.0752727,0.00631586,0.00805389,0.0157138,0.0292617,0.0777256
circle,0.00796171,0.0143888,0.0155718,0.0197084,0.0146718,0.024022,0.00817306,0.0117746,0.0274946,0.00261754,0.00803143,0.0302819,0.00889361,0.00697907,0.00481408,0.0325144,0.0117263,0.0112429,0.0051852,0.0342986,0.0101468,0.0118398,0.0139549,0.00873408,0.0357207
circle,0.0151231,0.0264543,0.025225,0.0352868,0.0210637,0.0422698,0.0102332,0.0152378,0.0478639,0.00337037,0.00899953,0.0523968,0.0067483,0.0055942,0.00428606,0.0561079,0.00803136,0.00836708,0.00671739,0.059176,0.00520874,0.00688108,0.00931797,0.0121791,0.0617369
circle,0.0456392,0.0781228,0.0671309,0.101587,0.0481443,0.118652,0.0322487,0.035035,0.131165,0.0476432,0.0410088,0.140441,0.0492101,0.0546941,0.0580778,0.147401,0.031033,0.0502259,0.076094,0.152693,0.0204024,0.0180363,0.0386859,0.0921577,0.156768
circle,0.000225655,0.000373089,0.000331735,0.00050418,0.000312512,0.000600472,8.57867e-05,0.000128661,0.000661544,0.000648441,0.000203551,0.000696031,0.00130071,0.00102835,0.000466267,0.000713124,0.000763263,0.00104329,0.00068607,0.000719896,0.000884616,0.000167034,0.000822785,0.000848324,0.000721133
circle,0.000534935,0.00108196,0.00114154,0.00136674,0.000316162,0.00148517,0.00198156,0.000847368,0.0015049,0.00240262,0.00159045,0.00146512,0.00123173,0.00224236,0.00218733,0.00139118,0.000273795,0.0017173,0.00262083,0.00130011,0.00111898,0.00118901,0.000945058,0.00289881,0.00120306
circle,0.0412447,0.0706745,0.0616639,0.0922611,0.0460998,0.108201,0.0285501,0.0336091,0.120029,0.0404551,0.0360244,0.128849,0.0488256,0.0504932,0.0504759,0.135458,0.0398737,0.051657,0.0675286,0.140435,0.0190222,0.0250593,0.0457911,0.0836036,0.144197
circle,0.00141102,0.00200105,0.000940796,0.00232266,0.00127245,0.00256678,0.000695801,0.00142212,0.00278563,0.00140657,0.00143188,0.00299366,0.00190019,0.00213381,0.00139422,0.00319354,0.00127089,0.00243393,0.00135056,0.00338438,0.00120922,0.00103342,0.00240196,0.001317,0.00356472
circle,0.00194993,0.00344044,0.00266289,0.00425598,0.00155476,0.00471946,0.00458186,0.00276555,0.00501953,0.00324217,0.00369092,0.00523707,0.00277776,0.000870653,0.00419964,0.00540551,0.00439327,0.00119825,0.00447862,0.00553953,0.00153267,0.0034484,0.00258904,0.00465243,0.00564646
circle,0.00266249,0.00489673,0.00564046,0.00681386,0.00589581,0.00849419,0.00508679,0.00587107,0.00998497,0.00436517,0.00563013,0.0113189,0.00319623,0.00362236,0.00522892,0.0125205,0.00209739,0.0029084,0.00470969,0.0136087,0.000909594,0.00121002,0.0022452,0.00410395,0.0145985
circle,0.00102046,0.00172538,0.00201063,0.00237319,0.00237555,0.00293335,0.00155871,0.00218854,0.00338212,0.000464907,0.00165194,0.00371822,0.00368006,0.00255148,0.00122518,0.00395332,0.00510955,0.0041994,0.00153851,0.00410383,0.00375399,0.00484014,0.00521733,0.00235972,0.00418643
circle,0.0849693,0.121832,0.0386405,0.141111,0.0482724,0.15263,0.0332933,0.076958,0.160225,0.0104701,0.0970153,0.165587,0.0300695,0.0408729,0.111178,0.169555,0.0158688,0.0650861,0.12177,0.172594,0.0126879,0.0133056,0.0823377,0.130075,0.174985
circle,3.63358e-05,2.39368e-05,0.000358361,0.000129857,0.00111677,0.000349487,0.00212033,0.00170462,0.00058504,0.00162224,0.00192906,0.000803095,0.00102499,0.000453355,0.00185999,0.000990118,0.00310773,0.00127225,0.00160356,0.00114299,0.00319488,0.00372807,0.0024371,0.00125674,0.00126349
circle,0.000275662,0.000563385,0.00115252,0.00092415,0.00193875,0.00131949,0.00270142,0.00260486,0.00174022,0.00310138,0.00327629,0.00218198,0.0036235,0.00373269,0.00396098,0.00264162,0.00472057,0.00439404,0.00465434,0.0031165,0.0057969,0.00548287,0.00504164,0.00534998,0.00360422
circle,0.0570628,0.0860958,0.0366136,0.102493,0.0238653,0.112711,0.0318335,0.0448435,0.119646,0.0154678,0.0624002,0.124675,0.0126265,0.00818982,0.0750547,0.128502,0.0183091,0.0280507,0.084394,0.131514,0.0135748,0.0140788,0.044357,0.0916128,0.13394
circle,0.0157079,0.0286553,0.032522,0.0398072,0.0340213,0.0495111,0.0285501,0.033059,0.0579603,0.0206819,0.0300246,0.0653107,0.00958811,0.0127874,0.0255814,0.0717038,0.0134588,0.00976013,0.0205191,0.0772689,0.0186405,0.0190044,0.0132666,0.0158496,0.0821221
circle,0.00951398,0.0172262,0.0187668,0.0236544,0.018306,0.0290703,0.0130164,0.0163881,0.0336649,0.00760987,0.0134955,0.0375832,0.0007746,0.00267509,0.00998625,0.0409396,0.00416349,0.00165297,0.00612842,0.0438264,0.0067,0.00679293,0.00487389,0.00213918,0.0463192
circle,0.0237468,0.039957,0.031634,0.0514333,0.0194135,0.0597325,0.00200686,0.00656411,0.0658595,0.0111149,0.00655978,0.0704744,0.0121267,0.0139996,0.0172082,0.0740199,0.00601168,0.0119539,0.0265,0.0767977,0.00478063,0.0029112,0.00703108,0.0343519,0.0790158
circle,0.000570818,0.00107853,0.00144313,0.00157221,0.00173808,0.00200045,0.00138916,0.00165121,0.00235845,0.000376673,0.00136154,0.00265012,0.00148898,0.000882437,0.000951341,0.00288083,0.00229474,0.00186603,0.000560277,0.00305677,0.00275316,0.00308828,0.0028015,0.000653418,0.00318457
circle,0.0270893,0.0484505,0.0491304,0.0650627,0.0405833,0.0778232,0.0161289,0.0278984,0.0875276,0.024176,0.0186775,0.0948589,0.0423669,0.0402202,0.0236381,0.100366,0.0417554,0.0486246,0.0368662,0.104476,0.0259183,0.0310616,0.0499598,0.0509415,0.107515
circle,0.000871246,0.00149037,0.00136775,0.0019427,0.000979428,0.00225677,0.000449888,0.000625406,0.00246183,0.00147547,0.000940005,0.00258353,0.0023604,0.00222361,0.00161305,0.00264235,0.00246697,0.00264075,0.00231732,0.00265443,0.00175848,0.0021586,0.00276572,0.00297621,0.00263255
circle,0.0443848,0.0730533,0.0524915,0.0922977,0.0319383,0.105797,0.0269187,0.0267929,0.115635,0.0281931,0.037476,0.123063,0.0115223,0.0207442,0.0508178,0.12885,0.00791234,0.00844611,0.0625751,0.133483,0.0179529,0.0193003,0.0105978,0.0723224,0.137275
circle,0.00365168,0.00636406,0.00666592,0.0087962,0.00770226,0.0110361,0.00903324,0.00857739,0.0131121,0.00923601,0.00917882,0.0150387,0.00707052,0.00866722,0.00946036,0.0168252,0.00401901,0.00736777,0.00940816,0.0184788,0.00248498,0.00122811,0.00558977,0.00904678,0.0200064
circle,0.000838371,0.00166441,0.00215257,0.00233287,0.00208434,0.00291328,0.00137697,0.0020124,0.00341909,0.00114177,0.00181162,0.00385825,0.000641088,0.00054739,0.00149132,0.00423729,0.000832262,0.000395162,0.00107371,0.00456202,0.00262357,0.00186366,0.00110488,0.000590282,0.00483775
circle,0.000898647,0.00144554,0.00104586,0.00186924,0.000909521,0.00223031,0.0011149,0.000856717,0.0025506,0.00132839,0.000837545,0.00284169,0.0013118,0.00154961,0.000858691,0.00311091,0.00152573,0.00182852,0.000931075,0.00336334,0.00202814,0.00181528,0.00213778,0.00105375,0.00360271
square,0.0153655,0.0272451,0.0270961,0.0365586,0.0229937,0.0438946,0.0107775,0.0168535,0.0497123,0.0057487,0.0105814,0.0543599,0.010963,0.0102136,0.00746829,0.0581018,0.0118208,0.0135826,0.0107885,0.0611391,0.00683319,0.00904057,0.0145058,0.0165478,0.0636255
square,0.000829781,8.62872e-05,0.0023113,0.00122318,0.0108228,0.00349424,0.0261978,0.0174593,0.00588197,0.0161803,0.0189242,0.00797605,0.0250654,0.00351662,0.016776,0.00965826,0.0448244,0.0196749,0.0128091,0.0109433,0.0224929,0.0391782,0.0299039,0.00826625,0.0118926
square,0.0115508,0.0204364,0.0200844,0.0273684,0.0168315,0.032859,0.00769233,0.0122395,0.0372704,0.00107303,0.00714465,0.0408598,0.00364948,0.0032304,0.00198349,0.0438126,0.00493602,0.00564127,0.00302191,0.0462653,0.00423547,0.00464659,0.00662698,0.00775581,0.0483198
square,0.000503258,0.00107207,0.00159689,0.00155095,0.00225395,0.00198483,0.0049252,0.00362103,0.00243417,0.00674211,0.00512968,0.00292621,0.00632361,0.00752647,0.00655179,0.00346412,0.00524183,0.007698,0.00781433,0.00403937,0.0042464,0.00409241,0.00736885,0.00888129,0.00463943
square,0.00233071,0.00380108,0.00239746,0.00469209,0.000360305,0.00518527,0.00277156,0.00179491,0.0054168,0.0043217,0.00371059,0.00548043,0.00366903,0.00439761,0.00528492,0.00543897,0.00146159,0.00350327,0.00650818,0.0053338,0.00137763,0.000746816,0.00208456,0.0074185,0.00519175
square,0.00260926,0.00382485,0.00141784,0.00459848,0.000542038,0.005122,0.000644021,0.00136483,0.00547513,0.00127428,0.0024795,0.00570793,0.00299538,0.00181066,0.0035434,0.00585645,0.00330014,0.0020504,0.00449399,0.00594704,0.00182828,0.00286715,0.00207321,0.00531253,0.0059988
square,9.89111e-05,0.000210949,0.000755481,0.000442248,0.00158533,0.000744834,0.00250955,0.00228457,0.00109014,0.00292016,0.00297659,0.00146509,0.00321746,0.00344337,0.00363757,0.00185875,0.00363561,0.00370637,0.00422257,0.00226143,0.00283866,0.00292471,0.00359674,0.00470063,0.00266495
square,0.000371353,0.000725088,0.0054154,0.00215801,0.00786734,0.00358557,0.00601069,0.0088219,0.0049028,0.00294727,0.00892357,0.00608721,0.00138232,0.0012549,0.00854187,0.00714229,0.00141964,0.00261994,0.00787528,0.00807878,0.000767558,0.00104252,0.00421373,0.00703176,0.00890861
square,0.000425563,0.000726429,0.000654941,0.000962709,0.000561286,0.00114044,0.000299941,0.000376426,0.00127192,0.000350128,0.000274444,0.00136786,0.000718436,0.00058941,0.000400584,0.00143849,0.000387775,0.000582212,0.000586759,0.00149317,0.00112386,0.000594912,0.000272847,0.000724034,0.00153964
square,0.000631748,0.00117433,0.00140362,0.00164836,0.00148206,0.00205851,0.00115249,0.00141408,0.00241224,0.000703831,0.00124666,0.00271652,0.000375171,0.00035974,0.00101336,0.00297754,0.000774838,0.000492478,0.000749435,0.00320056,0.00120392,0.00119189,0.000886445,0.000521343,0.00339009
square,0.00192937,0.00351195,0.00379326,0.00479068,0.00342859,0.00582389,0.00180034,0.00271845,0.00666223,0.00073229,0.00185873,0.00734575,0.00119984,0.00115358,0.00103999,0.00790649,0.00153805,0.00173408,0.000796393,0.00837005,0.00104031,0.00125124,0.0019725,0.00140062,0.00875678
square,0.000260996,0.000509219,0.000702639,0.000740814,0.00086502,0.000963002,0.00111837,0.00105445,0.00117917,0.00127029,0.00124237,0.00139073,0.00129011,0.00139242,0.0014208,0.00159836,0.00135339,0.00148676,0.00158418,0.00180228,0.00137543,0.00139253,0.00155026,0.00172908,0.00200248
square,0.000733182,0.000900527,0.00043979,0.000880016,0.00111267,0.000829885,0.000432517,0.00122213,0.00079751,0.00129336,0.00105192,0.00079969,0.00281952,0.00261681,0.000804367,0.000838833,0.00304305,0.00362899,0.000744389,0.000910336,0.00193291,0.00242811,0.00418457,0.000975895,0.00100695
square,0.000851186,0.00169241,0.00221224,0.00236414,0.00196308,0.00291052,0.00108088,0.00161527,0.00335606,0.00110187,0.00122708,0.00371943,0.00100438,0.00154447,0.000966897,0.00401643,0.00152143,0.00198409,0.00103794,0.00426011,0.00204881,0.00148471,0.00224453,0.00138558,0.00446108
square,0.00234118,0.00374945,0.00430233,0.00493335,0.0056905,0.00607036,0.00576877,0.00686527,0.00718677,0.00582025,0.00772057,0.00827907,0.00573856,0.00580989,0.00833601,0.00934104,0.00518966,0.00577489,0.00877365,0.0103683,0.00420471,0.00481119,0.00566374,0.00907067,0.0113586
square,0.000911497,0.0012428,0.000336279,0.0012809,0.00148461,0.00120574,0.00187334,0.00219386,0.00109956,0.000831336,0.00248452,0.000996544,0.00153019,0.000784734,0.00249951,0.000907397,0.0025557,0.00201892,0.00236706,0.000832519,0.00174934,0.00237022,0.00293515,0.00218121,0.00076881
square,0.00045724,0.000880103,0.00123686,0.00119301,0.0010879,0.00147677,0.000596484,0.00118243,0.00174129,0.00106763,0.00122087,0.00198567,0.00143536,0.00105425,0.00116185,0.00220859,0.00115219,0.0011783,0.00101819,0.00240913,0.0031975,0.00204223,0.00160843,0.000818682,0.00258689
square,0.000565778,0.00110576,0.00150146,0.00159936,0.00172972,0.00205019,0.00162413,0.0018529,0.00246037,0.00145668,0.00189516,0.00283523,0.0011953,0.00132442,0.00189943,0.00318035,0.00122596,0.00130372,0.00189189,0.00350062,0.00151982,0.00142007,0.00136537,0.00188708,0.00380003
square,0.00155109,0.00268716,0.00241559,0.0035328,0.00179155,0.00417737,0.000520169,0.00106215,0.00467305,0.000634545,0.000447569,0.00505559,0.00141654,0.00129693,0.00081379,0.005351,0.00181862,0.00174494,0.00156563,0.00557864,0.00175007,0.0018556,0.00197727,0.00231328,0.00575312
square,0.0082319,0.0144411,0.0145905,0.0196428,0.0146552,0.0241396,0.0131407,0.01406,0.028068,0.0105271,0.0126995,0.0315067,0.00382118,0.00682127,0.0106186,0.0345151,0.00316673,0.00256013,0.00796432,0.0371447,0.00927623,0.00874638,0.00163619,0.00490637,0.0394421
square,0.00202211,0.003104,0.00127175,0.00366779,0.000596733,0.0039501,0.00212619,0.0020493,0.00407566,0.00202328,0.00313591,0.00411486,0.000546203,0.001165,0.00389056,0.0041078,0.000873734,0.000206479,0.00438503,0.00407721,0.00151394,0.00159324,0.00123806,0.00468995,0.00403581
square,0.00764201,0.0131637,0.0123331,0.0176293,0.0115958,0.0214168,0.0101279,0.0106559,0.0247001,0.00870848,0.00935728,0.0275689,0.00465671,0.0066133,0.00763137,0.0300806,0.00281416,0.0040637,0.00554582,0.0322793,0.00821623,0.00719678,0.00249525,0.00332625,0.034203
square,0.0576111,0.0904113,0.0504976,0.110451,0.0269163,0.123552,0.0338121,0.0389936,0.132631,0.0263806,0.0582666,0.139236,0.00292358,0.00907693,0.0742741,0.144226,0.0154666,0.0125496,0.0869269,0.148106,0.0134765,0.0167543,0.0303031,0.097079,0.151186
square,0.00356777,0.00616359,0.00619862,0.00828544,0.00693348,0.0101189,0.00796674,0.00798451,0.01176,0.0085601,0.00921024,0.013265,0.00828023,0.0090148,0.0104526,0.0146684,0.00805805,0.00904631,0.0116042,0.0159917,0.00676787,0.00698002,0.00866536,0.0126064,0.0172488
square,0.000713083,0.00117162,0.0021382,0.00152635,0.00163011,0.00172768,0.00207348,0.00210768,0.00186019,0.00381939,0.00334605,0.00200115,0.00814757,0.00571874,0.00467802,0.00219688,0.00807729,0.00647341,0.00583187,0.00245885,0.000432725,0.00409439,0.00587818,0.00669684,0.00277451
square,0.00129431,0.00242022,0.00265132,0.00326693,0.00200786,0.00389211,0.000911737,0.00114152,0.00433527,0.00247598,0.000981837,0.00463216,0.00406539,0.00410704,0.00205901,0.00481449,0.00487951,0.00520112,0.00333785,0.00490911,0.00412423,0.00430486,0.00568877,0.00456915,0.00493811
square,0.000332569,0.000591534,0.0005707,0.000772175,0.000462447,0.000936354,0.000496869,0.000540007,0.00109567,0.000974498,0.000650572,0.00125146,0.00136293,0.00118704,0.000754178,0.00140336,0.000987882,0.00128133,0.000842718,0.00155062,0.000926994,0.000868736,0.00132242,0.00091393,0.00169255
square,0.00735835,0.0129481,0.0128336,0.0174498,0.0115627,0.0211154,0.00721197,0.0093862,0.0241514,0.0037814,0.0069469,0.0267108,0.00198157,0.00209455,0.0045531,0.0289023,0.000965229,0.00112237,0.0024222,0.0308031,0.00371867,0.00205951,0.000452579,0.00151978,0.0324685
square,0.000833315,0.00148595,0.00260486,0.00205548,0.00213444,0.00240598,0.00229718,0.000860595,0.00255914,0.00592369,0.00155919,0.00257629,0.0060585,0.00727558,0.00302943,0.00251581,0.00201826,0.00670919,0.00418189,0.00242218,0.00544126,0.00384304,0.00494318,0.00493434,0.00232522
square,0.0201899,0.0365532,0.0393002,0.0498678,0.0367288,0.0607593,0.0243222,0.0316193,0.0697203,0.0191013,0.0263157,0.0771398,0.0210238,0.0210683,0.0231071,0.0833253,0.0214837,0.024255,0.0236359,0.0885192,0.0155105,0.0181864,0.0257078,0.0275182,0.092913
square,0.00229793,0.00260825,0.00366951,0.00226772,0.00769792,0.00204143,0.00778875,0.00991817,0.00227703,0.00369984,0.0106118,0.00281856,0.00410478,0.00203718,0.0102835,0.00342912,0.00783058,0.00655396,0.0093766,0.00400156,0.00563334,0.00724606,0.00989698,0.00821483,0.00450447
square,0.00161548,0.00241472,0.00112767,0.00298587,0.000962202,0.003351,0.00176631,0.00142704,0.0035462,0.00263557,0.00239919,0.00361708,0.00527152,0.00369284,0.00344292,0.00360424,0.00369826,0.0037454,0.00434533,0.0035389,0.0027449,0.000831224,0.0030034,0.00504206,0.00344331
square,9.85798e-05,0.000310473,0.000693199,0.000487,0.000754906,0.000662651,0.000649261,0.0009351,0.000840275,0.00104506,0.00112509,0.00101857,0.00159222,0.00122176,0.00130124,0.00119605,0.00130652,0.0012996,0.00145654,0.00137135,0.000519082,0.0011092,0.00130785,0.00158712,0.00154336
square,0.00219817,0.0033507,0.00145172,0.00401476,0.000391998,0.00444968,0.000734039,0.00114247,0.00476733,0.000550107,0.00173842,0.00502176,0.00165173,0.00138767,0.00212226,0.00523979,0.0019922,0.002286,0.00237901,0.005435,0.00162544,0.0018284,0.00297816,0.00256971,0.00561446
square,5.49909e-05,9.27207e-05,0.00010587,0.000133188,0.000165211,0.00017631,0.000281243,0.000235248,0.000221467,0.000355767,0.000300627,0.000267969,0.000332119,0.000379944,0.000356275,0.000314995,0.000317541,0.000385125,0.000400609,0.000361793,0.00040763,0.000344873,0.00038243,0.00043359,0.00040774
square,0.00233462,0.00373811,0.00240209,0.00469573,0.00134128,0.00541686,0.000950193,0.000828679,0.0060186,0.00200399,0.000895753,0.00656552,0.00434244,0.00370847,0.00115461,0.0070915,0.0063776,0.00562039,0.00149605,0.0076131,0.00724199,0.00735535,0.00736248,0.00193189,0.00813726
square,0.00721523,0.0134224,0.0161858,0.0188985,0.0176568,0.0237739,0.0159738,0.0180826,0.0281438,0.014421,0.0178152,0.032082,0.0131364,0.0138343,0.0171494,0.0356476,0.0129912,0.0140694,0.0163189,0.0388882,0.0113378,0.0122725,0.0146319,0.0155118,0.0418433
square,0.00270005,0.00462474,0.00445046,0.00602009,0.00568109,0.00711513,0.00741989,0.00691507,0.00799282,0.004967,0.00734549,0.00868113,0.00703422,0.00464748,0.0073676,0.00920098,0.0109902,0.00771809,0.00747382,0.00957539,0.0068326,0.0100524,0.0102792,0.00792333,0.00982791
square,0.0313456,0.0525381,0.0405086,0.0671863,0.0237599,0.0775834,0.0124888,0.0121477,0.0851742,0.0207951,0.0185784,0.0908769,0.0165613,0.0212373,0.0305867,0.0952828,0.00809736,0.0161174,0.0414303,0.0987793,0.00960737,0.00916478,0.00938064,0.0505068,0.101624
square,0.000446614,0.000898943,0.00131108,0.00131467,0.00153892,0.00170271,0.00154741,0.00176924,0.00207719,0.00189433,0.00205089,0.00244566,0.00265832,0.00238087,0.00236077,0.00281021,0.00307336,0.002772,0.00266259,0.00317017,0.00248176,0.00286097,0.00296981,0.00293043,0.00352395
square,0.00161121,0.00310119,0.00445766,0.00451183,0.00537058,0.00577536,0.00458489,0.0056551,0.00690313,0.0032264,0.0056758,0.00791668,0.00193542,0.00230679,0.005555,0.00883533,0.00205054,0.00157667,0.00532872,0.00967395,0.00310756,0.00250254,0.00122764,0.00500221,0.0104436
square,0.00116127,0.00138622,0.000368544,0.00156166,0.000270158,0.00177262,0.00207249,0.000231946,0.0019802,0.00209692,0.000287618,0.00215312,0.00201022,0.000645033,0.000365673,0.00228018,0.00542595,0.00112008,0.000789272,0.0023626,0.00446201,0.00608124,0.00232742,0.00134896,0.00240699
square,0.00113901,0.00179778,0.000612903,0.00199504,0.00157077,0.00193793,0.00429273,0.00337626,0.0017373,0.00508948,0.00495709,0.0014759,0.00398744,0.00513414,0.00625354,0.00123161,0.00286744,0.00450491,0.00726069,0.00109236,0.00140884,0.00127905,0.00344748,0.00800253,0.00113004
square,0.021522,0.0365978,0.0330451,0.0485952,0.0304406,0.0585856,0.0250564,0.0272167,0.0670453,0.0189248,0.0233721,0.0742612,0.0107837,0.0129382,0.019785,0.0804486,0.0158491,0.0100429,0.0178505,0.0857826,0.0177513,0.01992,0.0105931,0.0186387,0.0904077
square,0.00131491,0.00285971,0.00498047,0.00444942,0.00675515,0.00603672,0.00785961,0.00829439,0.0076025,0.00859407,0.00965043,0.00913963,0.00893216,0.00916123,0.0108542,0.0106442,0.00920484,0.00954975,0.0119096,0.0121132,0.00865233,0.00904116,0.00968589,0.012811,0.013544
square,0.00235523,0.00426529,0.004746,0.00582457,0.00479943,0.00713267,0.00391469,0.0047657,0.00825704,0.00341999,0.00477925,0.00924283,0.00302605,0.00316971,0.00486595,0.0101208,0.00294576,0.00294895,0.00501579,0.0109127,0.00262538,0.0027599,0.00271421,0.00520988,0.0116342
square,0.00401192,0.00711885,0.00717885,0.00960377,0.00639121,0.0116177,0.00372522,0.00513442,0.0132813,0.00183091,0.00376419,0.0146835,0.000886121,0.00097207,0.00247087,0.0158896,0.00163784,0.000929932,0.00139379,0.0169472,0.00370812,0.00309266,0.00151389,0.000842322,0.0178913
square,0.0022353,0.0035533,0.00207874,0.00439086,0.0014358,0.00484907,0.00428341,0.00302431,0.00499473,0.00707061,0.00539892,0.00489394,0.0115732,0.00994398,0.00794155,0.00461038,0.0122607,0.011623,0.010359,0.00419981,0.00512568,0.00876909,0.0117538,0.0124842,0.00370825
square,5.96086e-05,0.000151362,0.000253786,0.000215841,5.13043e-05,0.000213184,0.000884683,0.000433192,0.000165732,0.00158321,0.000839684,9.97198e-05,0.00116736,0.00149816,0.00112812,6.24616e-05,0.000381686,0.00105147,0.00130098,0.000114639,0.00171181,0.00133723,0.000472165,0.00137418,0.000191497
square,0.000614088,0.00116685,0.00151551,0.00167871,0.00179747,0.00215265,0.0018138,0.00195677,0.00258486,0.00150248,0.00196975,0.00297414,0.00056617,0.000964649,0.00185719,0.00332157,0.000542875,0.000408932,0.00164705,0.00362937,0.00152661,0.00132852,0.000543172,0.00136726,0.00390023
square,0.00012633,0.000130393,9.63088e-05,0.000151127,6.67715e-05,0.000152901,9.71473e-05,0.000214692,0.000135989,0.000557052,0.000408742,0.000105607,0.00130295,0.000873092,0.00061662,7.35627e-05,0.0013457,0.00112448,0.000823725,7.21111e-05,0.00131233,0.00149575,0.00134148,0.00102682,0.000118163
square,0.0434557,0.0656365,0.0257867,0.0779212,0.00970881,0.0853725,0.0219696,0.0300759,0.0902839,0.0106154,0.0449922,0.0937573,0.012313,0.00845601,0.0554917,0.0963554,0.0146823,0.0223981,0.0631323,0.0983848,0.00627893,0.00723666,0.0340024,0.0689202,0.100023
square,0.0415426,0.0666959,0.0417616,0.0828744,0.0202119,0.0937405,0.0237833,0.022024,0.10137,0.0262404,0.0372483,0.10697,0.00990438,0.017543,0.0509472,0.111251,0.00859572,0.00565196,0.0618147,0.114643,0.0153431,0.0157859,0.012664,0.0703163,0.117409
square,0.123661,0.169356,0.0426078,0.191726,0.0783297,0.204858,0.0238552,0.113378,0.213464,0.0485944,0.136576,0.219537,0.0342266,0.0854988,0.152923,0.224063,0.0105377,0.110589,0.165015,0.227585,0.0224792,0.0479683,0.128627,0.174273,0.230421
square,0.0339329,0.0535384,0.0289837,0.0653813,0.00507936,0.0729582,0.0158992,0.0148455,0.0780682,0.014719,0.0294936,0.0816847,0.00249331,0.00568787,0.0405207,0.0843567,0.0108022,0.00669685,0.0488533,0.0864061,0.00871244,0.0120593,0.0174711,0.0552503,0.0880282
square,0.0196946,0.0337686,0.0289796,0.0440316,0.0198328,0.0516353,0.00230537,0.00925877,0.0573533,0.00833406,0.00123913,0.0617185,0.0118073,0.0129315,0.0108649,0.0651016,0.00797009,0.0130167,0.019406,0.0677632,0.000599639,0.00177793,0.0100919,0.0268092,0.0698881
square,0.00511039,0.00902541,0.00874442,0.0120377,0.00706642,0.0143894,0.00277237,0.00487604,0.0162661,0.000257012,0.00267882,0.017803,0.000167545,0.000483943,0.00071481,0.0190961,0.00217972,0.00015056,0.000932306,0.0202132,0.005654,0.00492397,0.0016411,0.00225287,0.0212016
square,0.00138077,0.00158936,0.00110481,0.00156247,0.00202715,0.0014768,0.000721851,0.00251113,0.00137098,0.000566536,0.00291068,0.00125611,0.00202543,0.000782058,0.0033231,0.00114111,0.0035648,0.00107139,0.00374814,0.00103766,0.00338088,0.0043299,0.00134101,0.00416317,0.000960177
square,0.0172154,0.0295087,0.0261384,0.0388922,0.02083,0.0462881,0.0105079,0.0144363,0.0522239,0.00283489,0.00748732,0.0570418,0.00522838,0.0030328,0.000542199,0.0609853,0.00991606,0.00695311,0.00669549,0.064237,0.0100292,0.0110733,0.00890808,0.0133765,0.0669381
square,0.00375558,0.00625655,0.00451345,0.00787748,0.00192823,0.00891138,0.00302756,0.00178236,0.00955136,0.00507647,0.00419139,0.00993035,0.00438084,0.00536108,0.00638284,0.0101385,0.00187759,0.00433893,0.00816027,0.0102366,0.00189414,0.00116932,0.00255007,0.00953427,0.0102658
square,0.0447129,0.067535,0.0270332,0.0803294,0.0111172,0.0881644,0.0231142,0.0312581,0.0933613,0.0141101,0.0468354,0.0970534,0.0117522,0.00998851,0.057946,0.0998285,0.0138808,0.0218399,0.06603,0.10201,0.00262382,0.00676093,0.0336996,0.0720889,0.103785
square,0.00150663,0.00229197,0.00112294,0.00281522,0.00047734,0.00315913,0.00101854,0.000998108,0.00336642,0.00253795,0.00215127,0.00346497,0.00517918,0.00417406,0.00347867,0.00347839,0.00702601,0.00572532,0.00488759,0.00342907,0.00743921,0.00808065,0.00698041,0.00630811,0.00333888
